name,brand,category,sp,mrp,discount,type,weight,weightUnitType,description,productImageUrl,largeImageUrl
Godrej Aer Twist Gel Cool Surf Blue Car Freshener,Godrej Aer,Household Items,342,379,9,Car Freshener,45 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_109965.jpg?ts=1574080500,https://cdn.grofers.com/app/images/products/full_screen/pro_109965.jpg?ts=1574080500
Godrej Aer Twist Gel Fresh Lush Green Car Freshener,Godrej Aer,Household Items,342,379,9,Car Freshener,45 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_103675.jpg?ts=1574080500,https://cdn.grofers.com/app/images/products/full_screen/pro_103675.jpg?ts=1574080500
Godrej Aer Cool Surf Blue Room Freshener (Spray),Godrej Aer,Household Items,120,149,19,Room Freshener,240 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_11094.jpg?ts=1587466322,https://cdn.grofers.com/app/images/products/full_screen/pro_11094.jpg?ts=1587466322
Ambi Pur Exotic Jasmine Air Freshener (Spray Bottle),Ambi Pur,Household Items,266,279,4,Air Freshener,275 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_279435.jpg?ts=1599221057,https://cdn.grofers.com/app/images/products/full_screen/pro_279435.jpg?ts=1599221057
Odonil Nature Air Freshener (Block) - Buy 3 Get 1 Free - Brand Offer,Odonil Nature,Household Items,200,210,4,Air Freshener,4x75 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_135258.jpg?ts=1606481144,https://cdn.grofers.com/app/images/products/full_screen/pro_135258.jpg?ts=1606481144
Godrej Aer Pocket Bathroom Freshener Room Freshener - Pack of 5,Godrej Aer,Household Items,244,265,7,Room Freshener,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_385309.jpg?ts=1587466633,https://cdn.grofers.com/app/images/products/full_screen/pro_385309.jpg?ts=1587466633
Ambi Pur 2x Citrus Power Air Freshener,Ambi Pur,Household Items,285,299,4,Air Freshener,275 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_56864.jpg?ts=1602074594,https://cdn.grofers.com/app/images/products/full_screen/pro_56864.jpg?ts=1602074594
Ambi Pur Lavender Bouquet Air Freshener,Ambi Pur,Household Items,266,279,4,Air Freshener,275 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_260211.jpg?ts=1597244943,https://cdn.grofers.com/app/images/products/full_screen/pro_260211.jpg?ts=1597244943
Airwick Life Scents Freshmatic Automatic Summer Delights Air Freshener (Machine + Refill),Airwick,Household Items,575,575,0,Air Freshener,250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_155429.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_155429.jpg
Godrej Aer Fresh Lush Green Room Freshener (Spray),Godrej Aer,Household Items,85,149,42,Room Freshener,240 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_11095.jpg?ts=1587466322,https://cdn.grofers.com/app/images/products/full_screen/pro_11095.jpg?ts=1587466322
Godrej Aer Morning Misty Meadows Room Freshener (Spray),Godrej Aer,Household Items,149,149,0,Room Freshener,270 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_438510.jpg?ts=1606459666,https://cdn.grofers.com/app/images/products/full_screen/pro_438510.jpg?ts=1606459666
Odonil Zipper Room Freshener - Pack of 3,Odonil,Household Items,152,160,5,Room Freshener,30 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_395049.jpg?ts=1601442952,https://cdn.grofers.com/app/images/products/full_screen/pro_395049.jpg?ts=1601442952
Odonil Room Freshening Sprays Room Freshener,Odonil,Household Items,190,380,50,Room Freshener,600 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_130242.jpg?ts=1589179010,https://cdn.grofers.com/app/images/products/full_screen/pro_130242.jpg?ts=1589179010
SaveMore Liquid Toilet Cleaner - 1 l + Grofers Happy Home Zippoc Citrus Bloom Room Freshener (Pouch) + Grofers Happy Home Zippoc Jasmine Crush Room Freshener (Pouch) Combo,,Household Items,119,264,54,Combo,1l + 10g + 10g,N/A,,https://cdn.grofers.com/app/images/products/normal/pro_439911.jpg?ts=1608036849,https://cdn.grofers.com/app/images/products/full_screen/pro_439911.jpg?ts=1608036849
SaveMore Citrus Floor Cleaner + Grofers Happy Home Zippoc Jasmine Crush Room Freshener (Pouch) + Grofers Happy Home Zippoc Lavender Spirit Room Freshener (Pouch) Combo,,Household Items,201,446,54,Combo,2x1l + 10g + 10g,N/A,,https://cdn.grofers.com/app/images/products/normal/pro_439905.jpg?ts=1610798187,https://cdn.grofers.com/app/images/products/full_screen/pro_439905.jpg?ts=1610798187
SaveMore Floral Floor Cleaner + Grofers Happy Home Zippoc Citrus Bloom Room Freshener (Pouch) + Grofers Happy Home Zippoc Jasmine Crush Room Freshener (Pouch) Combo,,Household Items,201,446,54,Combo,2x1l + 10g + 10g,N/A,,https://cdn.grofers.com/app/images/products/normal/pro_439908.jpg?ts=1608036847,https://cdn.grofers.com/app/images/products/full_screen/pro_439908.jpg?ts=1608036847
Gala Microfiber Duster (Blue),Gala,Home Furnishing and Decor,119,150,20,Duster,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_365917.jpg?ts=1583395985,https://cdn.grofers.com/app/images/products/full_screen/pro_365917.jpg?ts=1583395985
Shagun S-504 Bucket Super Saver Spin Mop (Assorted),Shagun,Household Items,499,1250,60,Super Saver Spin Mop,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_367738.jpg?ts=1583395986,https://cdn.grofers.com/app/images/products/full_screen/pro_367738.jpg?ts=1583395986
"Princeware 4407 Round Mini Plastic Dustbin (7 lt, Assorted)",Princeware,Home Improvement and Accessories,129,285,54,Dustbin,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_347526.jpg?ts=1583395988,https://cdn.grofers.com/app/images/products/full_screen/pro_347526.jpg?ts=1583395988
"Princeware 4432 Round Plastic Dustbin (12 lt, Assorted)",Princeware,Household Items,219,492,55,Dustbin,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_347910.jpg?ts=1583395988,https://cdn.grofers.com/app/images/products/full_screen/pro_347910.jpg?ts=1583395988
Gala King-Kong Meghalaya Grass & Plastic Broom (Brown & Pink),Gala,Home Improvement and Accessories,167,185,9,Broom,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_68584.jpg?ts=1583396037,https://cdn.grofers.com/app/images/products/full_screen/pro_68584.jpg?ts=1583396037
Gala Extra Long Plastic & Grass like Fiber Broom (Blue & Brown),Gala,Household Items,159,200,20,Broom,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_303236.jpg?1470392064,https://cdn.grofers.com/app/images/products/full_screen/pro_303236.jpg?1470392068
Gala V Nylon Bristles & Plastic Broom,Gala,Household Items,203,225,9,Broom,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_25415.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_25415.jpg
"Gala Quick Spin Microfiber Refill, Plastic Bucket & Steel Rod Mop (Blue & Silver)",Gala,Household Items,1099,1799,38,Mop,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_68592.jpg?ts=1583396037,https://cdn.grofers.com/app/images/products/full_screen/pro_68592.jpg?ts=1583396037
Gala T Bleached Cotton Plastic Mop (Blue & White),Gala,Household Items,180,199,9,Mop,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_387327.jpg?ts=1583392764,https://cdn.grofers.com/app/images/products/full_screen/pro_387327.jpg?ts=1583392764
Gala Plastic Dustpan,Gala,Home Improvement and Accessories,59,65,9,Dustpan,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_25401.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_25401.jpg
Spotzero CCPDFLR038ASSR0001 Mini Spin Mop (Aqua Green),Spotzero,Household Items,749,969,22,Spin Mop,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_427367.jpg?ts=1606394481,https://cdn.grofers.com/app/images/products/full_screen/pro_427367.jpg?ts=1606394481
Spotzero CCPDFLR037AQGR0001 Smart Spin Mop (Aqua Green),Spotzero,Household Items,1099,1249,12,Spin Mop,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_427368.jpg?ts=1606394481,https://cdn.grofers.com/app/images/products/full_screen/pro_427368.jpg?ts=1606394481
"Gala Quick Spin Microfiber Refill, Plastic Bucket & Steel Rod Mop (Blue & Silver) + Grofers Happy Home Oxo Biodegradable Medium Garbage Bag (19x21"") Microfiber Refill, Plastic Bucket & Steel Rod Combo",,Household Items,1042,1864,44,Combo,1unit + 30units,N/A,,https://cdn.grofers.com/app/images/products/normal/pro_444980.jpg?ts=1611307565,https://cdn.grofers.com/app/images/products/full_screen/pro_444980.jpg?ts=1611307565
"Vinod Hard Anodised Aluminium Tawa (22 cm, Black)",Vinod,Kitchen and Dining Needs,519,715,27,Tawa,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_380539.jpg?ts=1583488781,https://cdn.grofers.com/app/images/products/full_screen/pro_380539.jpg?ts=1583488781
"Melina MLNGR001 Aliminium Tawa (28 cm, Red)",Melina,Kitchen and Dining Needs,259,499,48,Tawa,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_392662.jpg?ts=1583393306,https://cdn.grofers.com/app/images/products/full_screen/pro_392662.jpg?ts=1583393306
"Melina Flat Gridle Non-Stick Aluminium Non Induction 2 lt Tawa (28 cm, Black Silver Hammertone)",Melina,Kitchen and Dining Needs,349,599,41,Tawa,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_376172.jpg?ts=1583395899,https://cdn.grofers.com/app/images/products/full_screen/pro_376172.jpg?ts=1583395899
"Vinod Dosa Non-Stick Aluminium 2.5 lt Tawa (30 cm, Blue & Black)",Vinod,Kitchen and Dining Needs,749,1040,27,Tawa,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_380510.jpg?ts=1606370853,https://cdn.grofers.com/app/images/products/full_screen/pro_380510.jpg?ts=1606370853
"Vinod Dosa Non-Stick Aluminium 1.4 lt Tawa (28 cm, Blue & Black)",Vinod,Kitchen and Dining Needs,649,895,27,Tawa,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_380509.jpg?ts=1606370853,https://cdn.grofers.com/app/images/products/full_screen/pro_380509.jpg?ts=1606370853
"Ucook PT0301 Triply Non Stick Etched Finish Stainless Steel Induction Compatible Tawa (300 mm, Silver)",Ucook,Kitchen and Dining Needs,1999,3099,35,Tawa,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_431699.jpg?ts=1601525691,https://cdn.grofers.com/app/images/products/full_screen/pro_431699.jpg?ts=1601525691
"Triones TAPC-001 Aluminium Mirror Finish Outer Lid Gas stove compatible Pressure Cooker (3 l, Silver)",Triones,Kitchen and Dining Needs,499,895,44,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_402230.jpg?ts=1583385908,https://cdn.grofers.com/app/images/products/full_screen/pro_402230.jpg?ts=1583385908
"Triones TAPC-002 Aluminium Mirror Finish Outer Lid Induction & Gas stove compatible Pressure Cooker (5 l, Silver)",Triones,Kitchen and Dining Needs,799,1095,27,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_402231.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_402231.jpg
"Marcopolo Aluminium Outer Lid Gas stove compatible Pressure Cooker (3 l, Silver)",Marcopolo,Kitchen and Dining Needs,499,690,27,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_377706.jpg?ts=1590931378,https://cdn.grofers.com/app/images/products/full_screen/pro_377706.jpg?ts=1590931378
"Neelam CAPC035L Artista Stainless Steel Outer Lid Gas stove compatible Pressure Cooker (3.5 l, Silver)",Neelam,Kitchen and Dining Needs,1989,2595,23,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_427041.jpg?ts=1595502167,https://cdn.grofers.com/app/images/products/full_screen/pro_427041.jpg?ts=1595502167
"Prestige 10783 Svachh 2 Body combo with single Lid Outer Lid Induction & Gas stove compatible Pressure Cooker (5l + 3l, Silver)",Prestige,Kitchen and Dining Needs,2016,2520,20,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425030.jpg?ts=1591764056,https://cdn.grofers.com/app/images/products/full_screen/pro_425030.jpg?ts=1591764056
"Ucook PC0061 Stainless Steel Inner Lid Gas stove compatible Pressure Cooker (3 l, Silver)",Ucook,Kitchen and Dining Needs,1859,2370,21,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_427032.jpg?ts=1595333641,https://cdn.grofers.com/app/images/products/full_screen/pro_427032.jpg?ts=1595333641
"Vinod PCSB3 18/8 Stainless Steel Outer Lid Induction Friendly Pressure Cooker (3 l, Steel Grey)",Vinod,Kitchen and Dining Needs,1864,2330,20,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_426315.jpg?ts=1594805155,https://cdn.grofers.com/app/images/products/full_screen/pro_426315.jpg?ts=1594805155
"Ucook PC0199 Stainless Steel Inner Lid Pressure Cooker (3 l & 2 l, Silver)",Ucook,Kitchen and Dining Needs,2299,3300,30,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_440146.jpg?ts=1611638783,https://cdn.grofers.com/app/images/products/full_screen/pro_440146.jpg?ts=1611638783
"Ucook PC0200 Stainless Steel Outer Lid Pressure Cooker (3 l & 2 l, Silver)",Ucook,Kitchen and Dining Needs,2319,2990,22,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_440145.jpg?ts=1611638783,https://cdn.grofers.com/app/images/products/full_screen/pro_440145.jpg?ts=1611638783
"Ucook PC0081 Super Hard Anodised Aluminium Inner Lid Gas stove compatible Pressure Cooker (3 l, Black)",Ucook,Kitchen and Dining Needs,1159,1999,42,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_427008.jpg?ts=1595333447,https://cdn.grofers.com/app/images/products/full_screen/pro_427008.jpg?ts=1595333447
"Prestige 20229 Clip on Svachh with 2 Lids Stainless Steel Outer Lid Gas stove compatible Pressure Cooker (3 l, Silver)",Prestige,Kitchen and Dining Needs,3024,3780,20,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_427192.jpg?ts=1596689605,https://cdn.grofers.com/app/images/products/full_screen/pro_427192.jpg?ts=1596689605
"Prestige Nakshtra Cute 11729 Aluminium Inner Lid Induction & Gas stove compatible Pressure Cooker (3 l, Red)",Prestige,Kitchen and Dining Needs,1504,1880,20,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_194350.jpg?ts=1583396084,https://cdn.grofers.com/app/images/products/full_screen/pro_194350.jpg?ts=1583396084
"Vinod PCSB5 18/8 Stainless Steel Outer Lid Induction Friendly Pressure Cooker (5 l, Steel Grey)",Vinod,Kitchen and Dining Needs,2432,3040,20,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_426316.jpg?ts=1594805155,https://cdn.grofers.com/app/images/products/full_screen/pro_426316.jpg?ts=1594805155
"Vinod PR15-SPLH Handi 18/8 Stainless Steel Outer Lid Induction Friendly Pressure Cooker (1.5 l, Steel Grey)",Vinod,Kitchen and Dining Needs,1640,2050,20,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_426320.jpg?ts=1594805155,https://cdn.grofers.com/app/images/products/full_screen/pro_426320.jpg?ts=1594805155
Vinod PSB-JR Pan Junior 18/8 Stainless Steel Outer Lid Induction Friendly Pressure Cooker (Steel Grey),Vinod,Kitchen and Dining Needs,1936,2420,20,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_426318.jpg?ts=1594805155,https://cdn.grofers.com/app/images/products/full_screen/pro_426318.jpg?ts=1594805155
Vinod PSB-SR Pan Senior 18/8 Stainless Steel Outer Lid Induction Friendly Pressure Cooker (Steel Grey),Vinod,Kitchen and Dining Needs,2256,2820,20,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_426319.jpg?ts=1594805155,https://cdn.grofers.com/app/images/products/full_screen/pro_426319.jpg?ts=1594805155
"Vinod SPCIL-3 18/8 Stainless Steel Inner Lid Induction Friendly Pressure Cooker (3 l, Steel Grey)",Vinod,Kitchen and Dining Needs,2040,2550,20,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_426322.jpg?ts=1594973112,https://cdn.grofers.com/app/images/products/full_screen/pro_426322.jpg?ts=1594973112
"Triones TAIPC-002 Inner Lid Aluminium Pressure Cooker (5 l, Silver)",Triones,Kitchen and Dining Needs,649,1395,53,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_434482.jpg?ts=1602734973,https://cdn.grofers.com/app/images/products/full_screen/pro_434482.jpg?ts=1602734973
"Triones TIICW-003 Contura White Inner Lid Aluminium Induction Base Pressure Cooker (5 l, Silver)",Triones,Kitchen and Dining Needs,1099,2295,52,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_434486.jpg?ts=1602734974,https://cdn.grofers.com/app/images/products/full_screen/pro_434486.jpg?ts=1602734974
"Triones TAIPC-001 Inner Lid Aluminium Pressure Cooker (3 l, Silver)",Triones,Kitchen and Dining Needs,649,1195,45,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_434481.jpg?ts=1602734973,https://cdn.grofers.com/app/images/products/full_screen/pro_434481.jpg?ts=1602734973
"Triones TAIPCIB-001 Inner Lid Aluminium Induction Base Pressure Cooker (5 l, Silver)",Triones,Kitchen and Dining Needs,849,1495,43,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_434484.jpg?ts=1602734974,https://cdn.grofers.com/app/images/products/full_screen/pro_434484.jpg?ts=1602734974
Jensons JENTRP-PC-3LD-265 Smilla Triply 18/10 Food Grade Deluxe Heavy Body Stainless Steel Induction Compatible Pressure Cooker (3 l),Jensons,Kitchen and Dining Needs,2049,3395,39,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_431690.jpg?ts=1602220894,https://cdn.grofers.com/app/images/products/full_screen/pro_431690.jpg?ts=1602220894
Jensons JENTRP-PC-2LPP-264 Smilla Triply 18/10 Food Grade Heavy Body Stainless Steel Induction Compatible Pressure Cooker (2 l),Jensons,Kitchen and Dining Needs,1889,2995,36,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_431689.jpg?ts=1602220894,https://cdn.grofers.com/app/images/products/full_screen/pro_431689.jpg?ts=1602220894
"Ucook PC0071 Super Aluminium Inner Lid Gas stove compatible Pressure Cooker (3 l, Silver)",Ucook,Kitchen and Dining Needs,899,1400,35,Pressure Cooker,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_427012.jpg?ts=1595333448,https://cdn.grofers.com/app/images/products/full_screen/pro_427012.jpg?ts=1595333448
